file,Column2,name,chinese_desc
mplanets,Chinese Name,疯狂星球 ,在疯狂星球中，玩家控制了一艘太空船，必须试图摧毁一系列类地行星，这些行星从屏幕中心出现，并迅速向玩家的飞船移动--随着它们这样做，它们的大小会增加。在所有行星达到满量程之前，在一轮中摧毁它们将看到玩家获得加分。完全生长的行星被许多小卫星环绕，如果被摧毁，会导致行星“疯狂”--变成红色，直行玩家的船。游戏还包括额外的回合，在这些回合中，被困的宇航员可以被救出，以获得额外的积分。
mplanetsuk,Chinese Name,疯狂星球 (UK),在疯狂星球中，玩家控制了一艘太空船，必须试图摧毁一系列类地行星，这些行星从屏幕中心出现，并迅速向玩家的飞船移动--随着它们这样做，它们的大小会增加。在所有行星达到满量程之前，在一轮中摧毁它们将看到玩家获得加分。完全生长的行星被许多小卫星环绕，如果被摧毁，会导致行星“疯狂”--变成红色，直行玩家的船。游戏还包括额外的回合，在这些回合中，被困的宇航员可以被救出，以获得额外的积分。
mranger,Chinese Name,月球游侠 (盗版自 月球巡警),"月球巡逻是一个水平滚动的射击，玩家扮演卢纳市警官的角色，被分配到第九区，银河系中最强硬的暴徒的家园。

玩家控制着一辆在月球表面行驶的月球车，试图避开或摧毁月球路径上的任何障碍物，包括火山口、岩石和地雷。UFO从上面投掷炸弹攻击马车，一些UFO炸弹在撞击地面时将产生一个新的火山口，产生一个新的障碍来避免。

马车可以跳跃以避开火山口、地雷和岩石，它还有前置和垂直安装的大炮，可以同时发射导弹。垂直大炮是摧毁UFO，而前大炮可以摧毁马车路径上的障碍物。

月球巡逻有五个不同的阶段，分布在26个检查站，每个检查站都指定了一个英文字母字母。表示新阶段的五个检查点是E、J、O、T和Z，每个新阶段都会看到背景图形的变化以及难度的增加。这方面的一个例子是在第三阶段（'J'阶段）引入地雷。

屏幕顶部显示一个状态面板，为播放器提供有用的信息。面板底部显示了显示五个主要检查点和玩家当前位置的进度条。进度条上方是当前检查站的指示器、在舞台上花费的时间和三个指示灯：顶部指示灯表示即将到来的敌人空袭，中间指示灯表示即将到来的雷区，底部指示灯表示敌人从后面接近。

在每个阶段结束时，根据阶段完成的速度授予奖励积分。"
mrdig,Chinese Name,钻子先生 ,迪格先生(c) 2000年太阳。-来源-游戏ROM。
mrdo,Chinese Name,嘟先生! ,"杜先生！是一个色彩斑斓、令人上瘾的迷宫游戏，玩家扮演了同名的Do先生，一个马戏团小丑，他必须清除每一层樱桃或怪物。游戏的单屏级别是由隧道组成的，周围是一种色彩斑斓的土壤状物质。这些土壤可以被挖出来，创造新的隧道，让杜先生逃离他的敌人，到达许多散落在水平上的樱桃。在每个层上也散落着一些苹果，Do先生可以把它们沿着隧道推（阻止和/或杀死怪物），也可以在隧道下面挖隧道，把它们扔到任何追逐敌人的头上。杜先生本人也可能被一个掉落的苹果杀死。

杜先生装备了一个“强力球”，可以从隧道里发射，然后它将在隧道里弹来弹去，直到它要么回到杜先生身边，要么接触到并杀死水平线上的一个怪物。强力球在你第一次使用它时立即再生，但每次使用它回到你的手中时都需要更长的时间。随着每一个层次的进步，怪物们自己开始挖掘自己的隧道，以追求Do先生。怪物也可以推苹果。

每个屏幕都有一个门道，怪物通过这个门进入水平。一旦所有的怪物都出现了，门口就会变成一个“奖品”，（冰淇淋、饼干等）。如果杜先生领奖，“阿尔法怪物”和他的三个“芒彻”党羽将出现。Alphamonster可能在屏幕顶部的额外框中，也可能在屏幕上移动。阿尔法怪物和芒彻人不能轻易地压碎苹果，因为他们倾向于吃苹果。他们可以用强力球单独杀死，也可以通过杀死阿尔法怪物本身，在这一点上，任何剩下的彻斯都会变成苹果。

每三个级别之后，就会有一个短暂的中场休息，播放一首曲调，一个大的、动画的Do先生出现，以及游戏中的一些怪物。显示了完成每个级别的时间和首选方法（怪物、樱桃、阿尔法怪物或钻石）。第一级中的路径类似于“D”，之后每个级别的隧道类似于数字，（“2”、“3”、“4”等）直到级别10的“0”。

一个级别可以通过几种不同的方式中的任何一种完成：要么收集屏幕上的所有樱桃；要么杀死所有的怪物，要么完成额外的盒子，要么收集钻石。后者只是偶尔出现（“特别”奖励额外的学分）。"
mrdobl,Chinese Name,嘟先生! (盗版),"杜先生！是一个色彩斑斓、令人上瘾的迷宫游戏，玩家扮演了同名的Do先生，一个马戏团小丑，他必须清除每一层樱桃或怪物。游戏的单屏级别是由隧道组成的，周围是一种色彩斑斓的土壤状物质。这些土壤可以被挖出来，创造新的隧道，让杜先生逃离他的敌人，到达许多散落在水平上的樱桃。在每个层上也散落着一些苹果，Do先生可以把它们沿着隧道推（阻止和/或杀死怪物），也可以在隧道下面挖隧道，把它们扔到任何追逐敌人的头上。杜先生本人也可能被一个掉落的苹果杀死。

杜先生装备了一个“强力球”，可以从隧道里发射，然后它将在隧道里弹来弹去，直到它要么回到杜先生身边，要么接触到并杀死水平线上的一个怪物。强力球在你第一次使用它时立即再生，但每次使用它回到你的手中时都需要更长的时间。随着每一个层次的进步，怪物们自己开始挖掘自己的隧道，以追求Do先生。怪物也可以推苹果。

每个屏幕都有一个门道，怪物通过这个门进入水平。一旦所有的怪物都出现了，门口就会变成一个“奖品”，（冰淇淋、饼干等）。如果杜先生领奖，“阿尔法怪物”和他的三个“芒彻”党羽将出现。Alphamonster可能在屏幕顶部的额外框中，也可能在屏幕上移动。阿尔法怪物和芒彻人不能轻易地压碎苹果，因为他们倾向于吃苹果。他们可以用强力球单独杀死，也可以通过杀死阿尔法怪物本身，在这一点上，任何剩下的彻斯都会变成苹果。

每三个级别之后，就会有一个短暂的中场休息，播放一首曲调，一个大的、动画的Do先生出现，以及游戏中的一些怪物。显示了完成每个级别的时间和首选方法（怪物、樱桃、阿尔法怪物或钻石）。第一级中的路径类似于“D”，之后每个级别的隧道类似于数字，（“2”、“3”、“4”等）直到级别10的“0”。

一个级别可以通过几种不同的方式中的任何一种完成：要么收集屏幕上的所有樱桃；要么杀死所有的怪物，要么完成额外的盒子，要么收集钻石。后者只是偶尔出现（“特别”奖励额外的学分）。"
mrdofabr,Chinese Name,嘟先生! (Fabremar 盗版),"杜先生！是一个色彩斑斓、令人上瘾的迷宫游戏，玩家扮演了同名的Do先生，一个马戏团小丑，他必须清除每一层樱桃或怪物。游戏的单屏级别是由隧道组成的，周围是一种色彩斑斓的土壤状物质。这些土壤可以被挖出来，创造新的隧道，让杜先生逃离他的敌人，到达许多散落在水平上的樱桃。在每个层上也散落着一些苹果，Do先生可以把它们沿着隧道推（阻止和/或杀死怪物），也可以在隧道下面挖隧道，把它们扔到任何追逐敌人的头上。杜先生本人也可能被一个掉落的苹果杀死。

杜先生装备了一个“强力球”，可以从隧道里发射，然后它将在隧道里弹来弹去，直到它要么回到杜先生身边，要么接触到并杀死水平线上的一个怪物。强力球在你第一次使用它时立即再生，但每次使用它回到你的手中时都需要更长的时间。随着每一个层次的进步，怪物们自己开始挖掘自己的隧道，以追求Do先生。怪物也可以推苹果。

每个屏幕都有一个门道，怪物通过这个门进入水平。一旦所有的怪物都出现了，门口就会变成一个“奖品”，（冰淇淋、饼干等）。如果杜先生领奖，“阿尔法怪物”和他的三个“芒彻”党羽将出现。Alphamonster可能在屏幕顶部的额外框中，也可能在屏幕上移动。阿尔法怪物和芒彻人不能轻易地压碎苹果，因为他们倾向于吃苹果。他们可以用强力球单独杀死，也可以通过杀死阿尔法怪物本身，在这一点上，任何剩下的彻斯都会变成苹果。

每三个级别之后，就会有一个短暂的中场休息，播放一首曲调，一个大的、动画的Do先生出现，以及游戏中的一些怪物。显示了完成每个级别的时间和首选方法（怪物、樱桃、阿尔法怪物或钻石）。第一级中的路径类似于“D”，之后每个级别的隧道类似于数字，（“2”、“3”、“4”等）直到级别10的“0”。

一个级别可以通过几种不同的方式中的任何一种完成：要么收集屏幕上的所有樱桃；要么杀死所有的怪物，要么完成额外的盒子，要么收集钻石。后者只是偶尔出现（“特别”奖励额外的学分）。"
mrdofix,Chinese Name,嘟先生! (bugfixed),"杜先生！是一个色彩斑斓、令人上瘾的迷宫游戏，玩家扮演了同名的Do先生，一个马戏团小丑，他必须清除每一层樱桃或怪物。游戏的单屏级别是由隧道组成的，周围是一种色彩斑斓的土壤状物质。这些土壤可以被挖出来，创造新的隧道，让杜先生逃离他的敌人，到达许多散落在水平上的樱桃。在每个层上也散落着一些苹果，Do先生可以把它们沿着隧道推（阻止和/或杀死怪物），也可以在隧道下面挖隧道，把它们扔到任何追逐敌人的头上。杜先生本人也可能被一个掉落的苹果杀死。

杜先生装备了一个“强力球”，可以从隧道里发射，然后它将在隧道里弹来弹去，直到它要么回到杜先生身边，要么接触到并杀死水平线上的一个怪物。强力球在你第一次使用它时立即再生，但每次使用它回到你的手中时都需要更长的时间。随着每一个层次的进步，怪物们自己开始挖掘自己的隧道，以追求Do先生。怪物也可以推苹果。

每个屏幕都有一个门道，怪物通过这个门进入水平。一旦所有的怪物都出现了，门口就会变成一个“奖品”，（冰淇淋、饼干等）。如果杜先生领奖，“阿尔法怪物”和他的三个“芒彻”党羽将出现。Alphamonster可能在屏幕顶部的额外框中，也可能在屏幕上移动。阿尔法怪物和芒彻人不能轻易地压碎苹果，因为他们倾向于吃苹果。他们可以用强力球单独杀死，也可以通过杀死阿尔法怪物本身，在这一点上，任何剩下的彻斯都会变成苹果。

每三个级别之后，就会有一个短暂的中场休息，播放一首曲调，一个大的、动画的Do先生出现，以及游戏中的一些怪物。显示了完成每个级别的时间和首选方法（怪物、樱桃、阿尔法怪物或钻石）。第一级中的路径类似于“D”，之后每个级别的隧道类似于数字，（“2”、“3”、“4”等）直到级别10的“0”。

一个级别可以通过几种不同的方式中的任何一种完成：要么收集屏幕上的所有樱桃；要么杀死所有的怪物，要么完成额外的盒子，要么收集钻石。后者只是偶尔出现（“特别”奖励额外的学分）。"
mrdot,Chinese Name,嘟先生! (Taito),"杜先生！是一个色彩斑斓、令人上瘾的迷宫游戏，玩家扮演了同名的Do先生，一个马戏团小丑，他必须清除每一层樱桃或怪物。游戏的单屏级别是由隧道组成的，周围是一种色彩斑斓的土壤状物质。这些土壤可以被挖出来，创造新的隧道，让杜先生逃离他的敌人，到达许多散落在水平上的樱桃。在每个层上也散落着一些苹果，Do先生可以把它们沿着隧道推（阻止和/或杀死怪物），也可以在隧道下面挖隧道，把它们扔到任何追逐敌人的头上。杜先生本人也可能被一个掉落的苹果杀死。

杜先生装备了一个“强力球”，可以从隧道里发射，然后它将在隧道里弹来弹去，直到它要么回到杜先生身边，要么接触到并杀死水平线上的一个怪物。强力球在你第一次使用它时立即再生，但每次使用它回到你的手中时都需要更长的时间。随着每一个层次的进步，怪物们自己开始挖掘自己的隧道，以追求Do先生。怪物也可以推苹果。

每个屏幕都有一个门道，怪物通过这个门进入水平。一旦所有的怪物都出现了，门口就会变成一个“奖品”，（冰淇淋、饼干等）。如果杜先生领奖，“阿尔法怪物”和他的三个“芒彻”党羽将出现。Alphamonster可能在屏幕顶部的额外框中，也可能在屏幕上移动。阿尔法怪物和芒彻人不能轻易地压碎苹果，因为他们倾向于吃苹果。他们可以用强力球单独杀死，也可以通过杀死阿尔法怪物本身，在这一点上，任何剩下的彻斯都会变成苹果。

每三个级别之后，就会有一个短暂的中场休息，播放一首曲调，一个大的、动画的Do先生出现，以及游戏中的一些怪物。显示了完成每个级别的时间和首选方法（怪物、樱桃、阿尔法怪物或钻石）。第一级中的路径类似于“D”，之后每个级别的隧道类似于数字，（“2”、“3”、“4”等）直到级别10的“0”。

一个级别可以通过几种不同的方式中的任何一种完成：要么收集屏幕上的所有樱桃；要么杀死所有的怪物，要么完成额外的盒子，要么收集钻石。后者只是偶尔出现（“特别”奖励额外的学分）。"
mrdoy,Chinese Name,嘟先生! (原型版),"杜先生！是一个色彩斑斓、令人上瘾的迷宫游戏，玩家扮演了同名的Do先生，一个马戏团小丑，他必须清除每一层樱桃或怪物。游戏的单屏级别是由隧道组成的，周围是一种色彩斑斓的土壤状物质。这些土壤可以被挖出来，创造新的隧道，让杜先生逃离他的敌人，到达许多散落在水平上的樱桃。在每个层上也散落着一些苹果，Do先生可以把它们沿着隧道推（阻止和/或杀死怪物），也可以在隧道下面挖隧道，把它们扔到任何追逐敌人的头上。杜先生本人也可能被一个掉落的苹果杀死。

杜先生装备了一个“强力球”，可以从隧道里发射，然后它将在隧道里弹来弹去，直到它要么回到杜先生身边，要么接触到并杀死水平线上的一个怪物。强力球在你第一次使用它时立即再生，但每次使用它回到你的手中时都需要更长的时间。随着每一个层次的进步，怪物们自己开始挖掘自己的隧道，以追求Do先生。怪物也可以推苹果。

每个屏幕都有一个门道，怪物通过这个门进入水平。一旦所有的怪物都出现了，门口就会变成一个“奖品”，（冰淇淋、饼干等）。如果杜先生领奖，“阿尔法怪物”和他的三个“芒彻”党羽将出现。Alphamonster可能在屏幕顶部的额外框中，也可能在屏幕上移动。阿尔法怪物和芒彻人不能轻易地压碎苹果，因为他们倾向于吃苹果。他们可以用强力球单独杀死，也可以通过杀死阿尔法怪物本身，在这一点上，任何剩下的彻斯都会变成苹果。

每三个级别之后，就会有一个短暂的中场休息，播放一首曲调，一个大的、动画的Do先生出现，以及游戏中的一些怪物。显示了完成每个级别的时间和首选方法（怪物、樱桃、阿尔法怪物或钻石）。第一级中的路径类似于“D”，之后每个级别的隧道类似于数字，（“2”、“3”、“4”等）直到级别10的“0”。

一个级别可以通过几种不同的方式中的任何一种完成：要么收集屏幕上的所有樱桃；要么杀死所有的怪物，要么完成额外的盒子，要么收集钻石。后者只是偶尔出现（“特别”奖励额外的学分）。"
mrdu,Chinese Name,嘟先生! ,"杜先生！是一个色彩斑斓、令人上瘾的迷宫游戏，玩家扮演了同名的Do先生，一个马戏团小丑，他必须清除每一层樱桃或怪物。游戏的单屏级别是由隧道组成的，周围是一种色彩斑斓的土壤状物质。这些土壤可以被挖出来，创造新的隧道，让杜先生逃离他的敌人，到达许多散落在水平上的樱桃。在每个层上也散落着一些苹果，Do先生可以把它们沿着隧道推（阻止和/或杀死怪物），也可以在隧道下面挖隧道，把它们扔到任何追逐敌人的头上。杜先生本人也可能被一个掉落的苹果杀死。

杜先生装备了一个“强力球”，可以从隧道里发射，然后它将在隧道里弹来弹去，直到它要么回到杜先生身边，要么接触到并杀死水平线上的一个怪物。强力球在你第一次使用它时立即再生，但每次使用它回到你的手中时都需要更长的时间。随着每一个层次的进步，怪物们自己开始挖掘自己的隧道，以追求Do先生。怪物也可以推苹果。

每个屏幕都有一个门道，怪物通过这个门进入水平。一旦所有的怪物都出现了，门口就会变成一个“奖品”，（冰淇淋、饼干等）。如果杜先生领奖，“阿尔法怪物”和他的三个“芒彻”党羽将出现。Alphamonster可能在屏幕顶部的额外框中，也可能在屏幕上移动。阿尔法怪物和芒彻人不能轻易地压碎苹果，因为他们倾向于吃苹果。他们可以用强力球单独杀死，也可以通过杀死阿尔法怪物本身，在这一点上，任何剩下的彻斯都会变成苹果。

每三个级别之后，就会有一个短暂的中场休息，播放一首曲调，一个大的、动画的Do先生出现，以及游戏中的一些怪物。显示了完成每个级别的时间和首选方法（怪物、樱桃、阿尔法怪物或钻石）。第一级中的路径类似于“D”，之后每个级别的隧道类似于数字，（“2”、“3”、“4”等）直到级别10的“0”。

一个级别可以通过几种不同的方式中的任何一种完成：要么收集屏幕上的所有樱桃；要么杀死所有的怪物，要么完成额外的盒子，要么收集钻石。后者只是偶尔出现（“特别”奖励额外的学分）。"
mrflea,Chinese Name,弗列克惊异大冒险 ,一个四部分的游戏，你可以让F. Lea先生去他想去的地方（当然是在一些茂盛、美味的狗的背上）。你穿过草坪，穿过高速公路，在其他狗的尾巴上，爬上一座小山到达目的地。偶尔你甚至会跑去找狗头。
mrgoemon,Chinese Name,五右卫门先生 (日版),五卫门是以石川五卫门为基础的，石川五卫门是16世纪日本臭名昭著的歹徒。一些故事讲述了五卫门在从他残忍的主人那里偷东西并杀害了他的追捕者后成为罪犯。后来，他白天在京都和大阪当商人，晚上当小偷。虽然有些人记得他只是个小偷，但另一些人则庆祝他是日本罗宾汉，从富人那里抢劫，给穷人。
mrheli,Chinese Name,希利大冒险 (日版),玩家控制着一个叫Heli的古怪战斗机直升机，同时射击敌人，收集能量，击败老板以提高水平。
mrjong,Chinese Name,麻将先生 (日版),益智游戏。
mrkicker,Chinese Name,足球先生 (F-E1-16-010 PCB),踢克先生(c) 2001年半通信公司。-资料来源-游戏ROM
mrkougar,Chinese Name,鬼灵精先生 ,这个游戏涉及到库加尔先生不得不吃屏幕上所有的点。这些点分布在几个移动的平台上，这些平台也是库加尔的敌人巴纳莱特人最喜欢的地方。触摸屏幕上的几个鸡蛋中的一个，库加尔先生就会无敌，并让一个仙女出来。仙女会杀死它在屏幕顶部的路上接触到的任何敌人，或者释放一个巴纳莱特，为库加尔先生增加一个敌人来击败。
mrkougar2,Chinese Name,鬼灵精先生 (最初版),这个游戏涉及到库加尔先生不得不吃屏幕上所有的点。这些点分布在几个移动的平台上，这些平台也是库加尔的敌人巴纳莱特人最喜欢的地方。触摸屏幕上的几个鸡蛋中的一个，库加尔先生就会无敌，并让一个仙女出来。仙女会杀死它在屏幕顶部的路上接触到的任何敌人，或者释放一个巴纳莱特，为库加尔先生增加一个敌人来击败。
mrkougb,Chinese Name,鬼灵精先生 (德版 盗版),这个游戏涉及到库加尔先生不得不吃屏幕上所有的点。这些点分布在几个移动的平台上，这些平台也是库加尔的敌人巴纳莱特人最喜欢的地方。触摸屏幕上的几个鸡蛋中的一个，库加尔先生就会无敌，并让一个仙女出来。仙女会杀死它在屏幕顶部的路上接触到的任何敌人，或者释放一个巴纳莱特，为库加尔先生增加一个敌人来击败。
mrkougb2,Chinese Name,鬼灵精先生 (盗版),这个游戏涉及到库加尔先生不得不吃屏幕上所有的点。这些点分布在几个移动的平台上，这些平台也是库加尔的敌人巴纳莱特人最喜欢的地方。触摸屏幕上的几个鸡蛋中的一个，库加尔先生就会无敌，并让一个仙女出来。仙女会杀死它在屏幕顶部的路上接触到的任何敌人，或者释放一个巴纳莱特，为库加尔先生增加一个敌人来击败。
mrlo,Chinese Name,嘟先生! Mr. Lo! ,"杜先生！是一个色彩斑斓、令人上瘾的迷宫游戏，玩家扮演了同名的Do先生，一个马戏团小丑，他必须清除每一层樱桃或怪物。游戏的单屏级别是由隧道组成的，周围是一种色彩斑斓的土壤状物质。这些土壤可以被挖出来，创造新的隧道，让杜先生逃离他的敌人，到达许多散落在水平上的樱桃。在每个层上也散落着一些苹果，Do先生可以把它们沿着隧道推（阻止和/或杀死怪物），也可以在隧道下面挖隧道，把它们扔到任何追逐敌人的头上。杜先生本人也可能被一个掉落的苹果杀死。

杜先生装备了一个“强力球”，可以从隧道里发射，然后它将在隧道里弹来弹去，直到它要么回到杜先生身边，要么接触到并杀死水平线上的一个怪物。强力球在你第一次使用它时立即再生，但每次使用它回到你的手中时都需要更长的时间。随着每一个层次的进步，怪物们自己开始挖掘自己的隧道，以追求Do先生。怪物也可以推苹果。

每个屏幕都有一个门道，怪物通过这个门进入水平。一旦所有的怪物都出现了，门口就会变成一个“奖品”，（冰淇淋、饼干等）。如果杜先生领奖，“阿尔法怪物”和他的三个“芒彻”党羽将出现。Alphamonster可能在屏幕顶部的额外框中，也可能在屏幕上移动。阿尔法怪物和芒彻人不能轻易地压碎苹果，因为他们倾向于吃苹果。他们可以用强力球单独杀死，也可以通过杀死阿尔法怪物本身，在这一点上，任何剩下的彻斯都会变成苹果。

每三个级别之后，就会有一个短暂的中场休息，播放一首曲调，一个大的、动画的Do先生出现，以及游戏中的一些怪物。显示了完成每个级别的时间和首选方法（怪物、樱桃、阿尔法怪物或钻石）。第一级中的路径类似于“D”，之后每个级别的隧道类似于数字，（“2”、“3”、“4”等）直到级别10的“0”。

一个级别可以通过几种不同的方式中的任何一种完成：要么收集屏幕上的所有樱桃；要么杀死所有的怪物，要么完成额外的盒子，要么收集钻石。后者只是偶尔出现（“特别”奖励额外的学分）。"
mrsdyna,Long Name,Mrs. Dynamite,在迷宫里跑来跑去躲避怪物，同时拿起炸药来对付你的敌人。
mrtnt,Chinese Name,炸药先生 ,沿着线条移动，边走边抹，以收集闪烁或旋转的项目。如果你与一个黄点相撞，这些黄点正在抹去线条，或者如果你最终处于无处可去的死胡同，你就会失去一条生命。你不能回去，只能向前。
mrviking,Chinese Name,失落的维京人 (315-5041),成为一个无畏的维京战士，寻找失踪的宝藏。在一场争夺加分的野蛮战斗中，面对敌人障碍的愤怒！
mrvikingj,Chinese Name,"失落的维京人 (315-5041, 日版)",成为一个无畏的维京战士，寻找失踪的宝藏。在一场争夺加分的野蛮战斗中，面对敌人障碍的愤怒！
ms4plus,Chinese Name,合金弹头 4 增强型 (盗版),最著名的街机射击系列的第五集带来了不变的经典游戏，一个新的武器，6辆新车以及2名新士兵为万神。该系列最引人注目的介绍是金属系统，给玩家一个新的可能性，以获得更多分数：在拿起某些盾牌形状的标志后，屏幕顶部将显示一个计时器条。在这段时间里，你必须快速射击尽可能多的敌人，根据你的表演，你将获得相应的徽章奖励，在完成它后，你的分数将被添加到你的分数中。当你死了，奖金就会消失。
ms5pcb,Chinese Name,合金弹头 5 (JAMMA PCB),最著名的街机射击系列的最新一期带来了很多变化：这一次，你将不会像前几场比赛那样面对摩登的军队，而是面对一群新的敌人，他们组成了已经提到的托勒马军队。更多的内容在这个标题，3支枪和2辆车辆从过去的游戏被重新合并，以及所有全新的东西3辆车辆。最重要的补充是滑动移动：在躲开时按B按钮会使你的角色在地面上滑动很短的时间。你不能扔手榴弹，但你的枪可以正常发射。
ms5plus,Chinese Name,合金弹头 5 加强版 (盗版),最著名的街机射击系列的最新一期带来了很多变化：这一次，你将不会像前几场比赛那样面对摩登的军队，而是面对一群新的敌人，他们组成了已经提到的托勒马军队。更多的内容在这个标题，3支枪和2辆车辆从过去的游戏被重新合并，以及所有全新的东西3辆车辆。最重要的补充是滑动移动：在躲开时按B按钮会使你的角色在地面上滑动很短的时间。你不能扔手榴弹，但你的枪可以正常发射。
msbingo,Chinese Name,宾果小姐拼图方块 ,"宾果小姐是敏之前游戏“益智小姐”的克隆，更新了图形和分屏，可选两个玩家玩。

播放器必须以水平、垂直或对角线链将三个或更多匹配的磁贴滑动在一起，以将它们从屏幕上清除。当瓷砖从屏幕上删除时，瓷砖周围会下降并滑动以填补间隙。随着时间的变化，额外的磁贴会添加到屏幕中，目标是在磁贴堆积并到达游戏区顶部的最后期限之前清除一组数量的链。

一旦移除设置数量的瓷砖，游戏区域将被清除，并显示摄影裸体背景图像。

清除磁贴将在屏幕底部前进一个条形。一旦酒吧被填满，游戏就会被一个额外的游戏打断。一旦奖金游戏完成，游戏将返回到它停止的确切位置。

如果有任何瓷砖越过了最后线，那么游戏就结束了。继续后，游戏会从棋盘上删除底部几排瓷砖，这样游戏就可以继续了。"
mschamp,Chinese Name,吃豆小姐 冠军版 / 女孩版 ,"在这场纳木错传奇吃药迷宫游戏的第一部正式续集中，玩家必须再次在许多迷宫中跑来跑去，吃下所有散落在各处的药丸。永远存在的鬼魂（眨巴、平奇、黑奇和苏）回来阻碍玩家的进步。臭名昭著的“力量药丸”也是存在的和正确的，每个迷宫中都有四个出现。

纳木错在原有游戏上引入了一些变化和增强。第一个区别是主角。在视频游戏历史上，游戏的主角第一次是女性。吃豆人几乎和原版角色一模一样，有两个主要的区别：她的“头发”上戴着蝴蝶结，还涂着口红。

与原作的另一个变化是，额外的水果项目不再是静态的，而是现在在迷宫中随机移动。

吃豆人女士有四种不同的迷宫布局，每两到四轮交替一次："
mschamps,Chinese Name,吃豆小姐 冠军版 / 超级女孩版 ,"在这场纳木错传奇吃药迷宫游戏的第一部正式续集中，玩家必须再次在许多迷宫中跑来跑去，吃下所有散落在各处的药丸。永远存在的鬼魂（眨巴、平奇、黑奇和苏）回来阻碍玩家的进步。臭名昭著的“力量药丸”也是存在的和正确的，每个迷宫中都有四个出现。

纳木错在原有游戏上引入了一些变化和增强。第一个区别是主角。在视频游戏历史上，游戏的主角第一次是女性。吃豆人几乎和原版角色一模一样，有两个主要的区别：她的“头发”上戴着蝴蝶结，还涂着口红。

与原作的另一个变化是，额外的水果项目不再是静态的，而是现在在迷宫中随机移动。

吃豆人女士有四种不同的迷宫布局，每两到四轮交替一次："
msgogo,Chinese Name,老鼠射击 GoGo ,"以下是在老鼠射手GoGo中主演的老鼠。他们在参观Bizaro-Cinema玩得很开心，那里的屏幕就在你身后，所有的座位都是皮沙发。他们在看什么电影？《这两只老鼠的故事》，由这两只老鼠主演，一个感人的故事，这两只老鼠试图给两位优雅的老鼠女士留下深刻印象。
别担心，老鼠们有计划了！"
msgundam,Chinese Name,机动战士高达 ,来自冈达传奇的10个可选择的机械师相互争夺太空统治权！
msgundam1,Chinese Name,机动战士高达 (日版),来自冈达传奇的10个可选择的机械师相互争夺太空统治权！
msh,Chinese Name,超级漫画英雄 (欧版 951024),扮演你最喜欢的漫威角色：金刚狼、蜘蛛侠、不可思议的绿巨人、美国队长、钢铁侠、心理洛克、舒马-戈拉斯、黑心、神像或万磁王。用无限宝石供电-赋予你的超级英雄治疗能力，超级攻击和增加力量。
msha,Chinese Name,超级漫画英雄 (亚版 951024),扮演你最喜欢的漫威角色：金刚狼、蜘蛛侠、不可思议的绿巨人、美国队长、钢铁侠、心理洛克、舒马-戈拉斯、黑心、神像或万磁王。用无限宝石供电-赋予你的超级英雄治疗能力，超级攻击和增加力量。
mshb,Chinese Name,超级漫画英雄 (巴西版 951117),扮演你最喜欢的漫威角色：金刚狼、蜘蛛侠、不可思议的绿巨人、美国队长、钢铁侠、心理洛克、舒马-戈拉斯、黑心、神像或万磁王。用无限宝石供电-赋予你的超级英雄治疗能力，超级攻击和增加力量。
mshbr1,Chinese Name,超级漫画英雄 (巴西版 951024),扮演你最喜欢的漫威角色：金刚狼、蜘蛛侠、不可思议的绿巨人、美国队长、钢铁侠、心理洛克、舒马-戈拉斯、黑心、神像或万磁王。用无限宝石供电-赋予你的超级英雄治疗能力，超级攻击和增加力量。
msheartb,Chinese Name,吃豆小姐 - 烈火焚心 ,"在这场纳木错传奇吃药迷宫游戏的第一部正式续集中，玩家必须再次在许多迷宫中跑来跑去，吃下所有散落在各处的药丸。永远存在的鬼魂（眨巴、平奇、黑奇和苏）回来阻碍玩家的进步。臭名昭著的“力量药丸”也是存在的和正确的，每个迷宫中都有四个出现。

纳木错在原有游戏上引入了一些变化和增强。第一个区别是主角。在视频游戏历史上，游戏的主角第一次是女性。吃豆人几乎和原版角色一模一样，有两个主要的区别：她的“头发”上戴着蝴蝶结，还涂着口红。

与原作的另一个变化是，额外的水果项目不再是静态的，而是现在在迷宫中随机移动。

吃豆人女士有四种不同的迷宫布局，每两到四轮交替一次："
mshh,Chinese Name,超级漫画英雄 (西班牙版 951117),扮演你最喜欢的漫威角色：金刚狼、蜘蛛侠、不可思议的绿巨人、美国队长、钢铁侠、心理洛克、舒马-戈拉斯、黑心、神像或万磁王。用无限宝石供电-赋予你的超级英雄治疗能力，超级攻击和增加力量。
mshj,Chinese Name,超级漫画英雄 (日版 951117),扮演你最喜欢的漫威角色：金刚狼、蜘蛛侠、不可思议的绿巨人、美国队长、钢铁侠、心理洛克、舒马-戈拉斯、黑心、神像或万磁王。用无限宝石供电-赋予你的超级英雄治疗能力，超级攻击和增加力量。
mshjr1,Chinese Name,超级漫画英雄 (日版 951024),扮演你最喜欢的漫威角色：金刚狼、蜘蛛侠、不可思议的绿巨人、美国队长、钢铁侠、心理洛克、舒马-戈拉斯、黑心、神像或万磁王。用无限宝石供电-赋予你的超级英雄治疗能力，超级攻击和增加力量。
